"Node1","Sign","Node2","edgesUpVars","edgesDownVars"
"STAT1",1,"IRF7","eU597","eD597"
"BHLHE40",-1,"PPARG","eU598","eD598"
"HIF1A",1,"PPARG","eU599","eD599"
"CREB1",1,"NR4A2","eU600","eD600"
"NFKB1",1,"NR4A2","eU601","eD601"
"RELA",1,"NR4A2","eU602","eD602"
"RELA",1,"HES1","eU603","eD603"
"NCOR1",-1,"HES1","eU604","eD604"
"NCOR1",1,"RELA","eU605","eD605"
"RELA",1,"NCOR1","eU606","eD606"
"FOXD3",1,"FOXA1","eU607","eD607"
"FOXD3",1,"FOXA2","eU608","eD608"
"POU5F1",-1,"FOXA1","eU609","eD609"
"POU5F1",-1,"FOXA2","eU610","eD610"
"HNF1B",1,"ONECUT1","eU611","eD611"
"ONECUT1",1,"HNF1B","eU612","eD612"
"NOTCH1",1,"HES1","eU613","eD613"
"HES1",1,"NOTCH1","eU614","eD614"
"MYOD1",1,"MEF2A","eU615","eD615"
"MEF2A",1,"MYOD1","eU616","eD616"
"PPARA",1,"DDIT3","eU617","eD617"
"JUN",1,"EGR1","eU618","eD618"
"PPARG",-1,"MYC","eU619","eD619"
"TP53",1,"IRF5","eU620","eD620"
"NR4A1",1,"RARB","eU621","eD621"
"NR2F2",-1,"HNF4A","eU622","eD622"
"HNF4A",1,"NR2F2","eU623","eD623"
"HNF4A",1,"PPARA","eU624","eD624"
"JUN",1,"CIITA","eU625","eD625"
"CREM",1,"CREBBP","eU626","eD626"
"CREB1",1,"CREM","eU627","eD627"
"CREM",-1,"CREB1","eU628","eD628"
"TP73",1,"E2F1","eU629","eD629"
"E2F1",1,"TP73","eU630","eD630"
"ETS1",1,"FLI1","eU631","eD631"
"AR",1,"KAT5","eU632","eD632"
"KAT5",1,"AR","eU633","eD633"
"EBF1",1,"PREB","eU634","eD634"
"CDX1",-1,"CDX2","eU635","eD635"
"CDX2",-1,"CDX1","eU636","eD636"
"NCOR1",1,"MYBL2","eU637","eD637"
"EGR1",-1,"PPARG","eU638","eD638"
"PPARG",1,"EGR1","eU639","eD639"
"GATA1",1,"NFIL3","eU640","eD640"
"SPI1",1,"GATA3","eU641","eD641"
"GATA3",1,"SPI1","eU642","eD642"
"CEBPG",-1,"ZFPM1","eU643","eD643"
"SPI1",1,"ZFPM1","eU644","eD644"
"CEBPA",1,"CEBPE","eU645","eD645"
"CEBPA",1,"SPI1","eU646","eD646"
"SPI1",1,"CEBPE","eU647","eD647"
"CEBPE",-1,"SPI1","eU648","eD648"
"RARA",1,"CEBPE","eU649","eD649"
"RARA",1,"SPI1","eU650","eD650"
"SPI1",1,"RARA","eU651","eD651"
"CEBPB",1,"SREBF1","eU652","eD652"
"SREBF1",1,"CEBPB","eU653","eD653"
"PAX6",1,"PDX1","eU654","eD654"
"PDX1",1,"PAX6","eU655","eD655"
"PRDM1",-1,"PAX5","eU656","eD656"
"PAX5",-1,"PRDM1","eU657","eD657"
"JDP2",1,"JUN","eU658","eD658"
"JUN",1,"MEF2D","eU659","eD659"
"MEF2D",1,"JUN","eU660","eD660"
"CEBPA",1,"NR1H3","eU661","eD661"
"CEBPB",1,"NR1H3","eU662","eD662"
"ELF4",1,"MYOG","eU663","eD663"
"E2F3",1,"E2F1","eU664","eD664"
"E2F1",1,"E2F3","eU665","eD665"
"AR",1,"RARA","eU666","eD666"
"NR5A2",1,"HNF4A","eU667","eD667"
"CEBPG",1,"DDIT3","eU668","eD668"
"JUN",1,"DDIT3","eU669","eD669"
"SP1",1,"DNMT1","eU670","eD670"
"SP3",1,"DNMT1","eU671","eD671"
"TCF3",1,"EBF1","eU672","eD672"
"NR5A1",1,"RARA","eU673","eD673"
"MAX",1,"YBX1","eU674","eD674"
"MYC",1,"YBX1","eU675","eD675"
"TP73",1,"YBX1","eU676","eD676"
"AR",1,"NR0B1","eU677","eD677"
"KLF4",-1,"ID3","eU678","eD678"
"KLF5",-1,"KLF4","eU679","eD679"
"NCOR1",1,"NCOA3","eU680","eD680"
"NR2C1",1,"ESR1","eU681","eD681"
"MAX",1,"PAX3","eU682","eD682"
"MYC",1,"PAX3","eU683","eD683"
"MYCN",1,"PAX3","eU684","eD684"
"MYB",1,"AR","eU685","eD685"
"JDP2",1,"CREBBP","eU686","eD686"
"MYC",-1,"MYOD1","eU687","eD687"
"MYC",1,"MYOG","eU688","eD688"
"E2F1",1,"PPARG","eU689","eD689"
"E2F4",-1,"PPARG","eU690","eD690"
"FOXN1",1,"AR","eU691","eD691"
"AR",1,"FOXN1","eU692","eD692"
"ATF2",1,"NR4A2","eU693","eD693"
"BMAL1",1,"TTF1","eU694","eD694"
"CLOCK",1,"TTF1","eU695","eD695"
"HOXB7",1,"CDX1","eU696","eD696"
"WT1",1,"SF1","eU697","eD697"
"PITX2",1,"POU1F1","eU698","eD698"
"ESR1",1,"NR3C1","eU699","eD699"
"NR3C1",-1,"ESR1","eU700","eD700"
"YY1",1,"HOXB4","eU701","eD701"
"HOXB4",1,"NFYA","eU702","eD702"
"NFYA",1,"HOXB4","eU703","eD703"
"CREB1",1,"FOS","eU704","eD704"
"TP53",1,"ATF3","eU705","eD705"
"ATF3",-1,"TP53","eU706","eD706"
"SNAI1",1,"ZEB1","eU707","eD707"
"PRDM1",-1,"BCL6","eU708","eD708"
"BCL6",-1,"PRDM1","eU709","eD709"
"TP53",1,"NFYA","eU710","eD710"
"SP1",1,"CREBBP","eU711","eD711"
"TFAP2A",1,"CREBBP","eU712","eD712"
"TFAP2A",1,"SP1","eU713","eD713"
"SP1",1,"TFAP2A","eU714","eD714"
"NR1H2",1,"TP53","eU715","eD715"
"NKX3_1",-1,"FOS","eU716","eD716"
"KLF10",-1,"SMAD7","eU717","eD717"
"MEF2C",1,"PPARGC1A","eU718","eD718"
"CREM",1,"VDR","eU719","eD719"
"NR1H3",1,"NR0B2","eU720","eD720"
"NR0B2",-1,"NR1H3","eU721","eD721"
"SP3",1,"CREBBP","eU722","eD722"
"MECOM",1,"ZBTB16","eU723","eD723"
"SOX9",1,"SRY","eU724","eD724"
"SRY",1,"SOX9","eU725","eD725"
"ATF2",1,"CEBPB","eU726","eD726"
"JUN",1,"CEBPB","eU727","eD727"
"NFKB1",1,"IRF4","eU728","eD728"
"KLF10",1,"SMAD2","eU729","eD729"
"KLF10",1,"SMAD3","eU730","eD730"
"KLF10",1,"SMAD4","eU731","eD731"
"TP53",-1,"CDX1","eU732","eD732"
"SMAD1",1,"ID1","eU733","eD733"
"SMAD4",1,"ID1","eU734","eD734"
"HIF1A",1,"BHLHE41","eU735","eD735"
"NFKB1",1,"CDX2","eU736","eD736"
"RELA",-1,"CDX2","eU737","eD737"
"JUN",1,"NPM1","eU738","eD738"
"ESRRA",1,"NR1D1","eU739","eD739"
"ATF1",1,"CIITA","eU740","eD740"
"NCOR1",1,"RARB","eU741","eD741"
"HIF1A",1,"ABL1","eU742","eD742"
"BMAL1",1,"BHLHE40","eU743","eD743"
"BHLHE40",1,"BMAL1","eU744","eD744"
"BHLHE40",1,"CLOCK","eU745","eD745"
"CLOCK",1,"BHLHE40","eU746","eD746"
"BMAL1",1,"BHLHE41","eU747","eD747"
"BHLHE41",1,"BMAL1","eU748","eD748"
"CLOCK",1,"BHLHE41","eU749","eD749"
"BHLHE41",1,"CLOCK","eU750","eD750"
"BCL6",1,"SIRT1","eU751","eD751"
"STAT1",1,"CREBBP","eU752","eD752"
"ATF1",1,"JUN","eU753","eD753"
"KLF2",-1,"PPARG","eU754","eD754"
"SP3",1,"ESR1","eU755","eD755"
"FOXN1",1,"TP53","eU756","eD756"
"POU4F1",1,"TP53","eU757","eD757"
"SPI1",-1,"GATA2","eU758","eD758"
"GATA2",1,"SPI1","eU759","eD759"
"E2F1",1,"MYCN","eU760","eD760"
"E2F2",1,"MYCN","eU761","eD761"
"E2F3",1,"MYCN","eU762","eD762"
"STAT1",1,"KLF4","eU763","eD763"
"WT1",1,"RB1","eU764","eD764"
"MITF",1,"SNAI2","eU765","eD765"
"TGFB1I1",1,"FOS","eU766","eD766"
"FOS",1,"PGR","eU767","eD767"
"PGR",-1,"FOS","eU768","eD768"
"JUN",-1,"PGR","eU769","eD769"
"LEF1",1,"CDX1","eU770","eD770"
"TCF7L2",1,"CDX1","eU771","eD771"
"CEBPA",-1,"JUN","eU772","eD772"
"MYC",1,"ID2","eU773","eD773"
"ID2",-1,"MYC","eU774","eD774"
"EWSR1",1,"CREBBP","eU775","eD775"
"NCOR1",1,"RB1","eU776","eD776"
"HNF4A",1,"AR","eU777","eD777"
"VSX2",1,"AR","eU778","eD778"
"SOX17",1,"NFKBIB","eU779","eD779"
"SRY",1,"NFKBIB","eU780","eD780"
"TCF3",1,"PAX5","eU781","eD781"
"HIF1A",1,"EPAS1","eU782","eD782"
"EPAS1",1,"HIF1A","eU783","eD783"
"MYOD1",1,"BARX2","eU784","eD784"
"BARX2",1,"MYOD1","eU785","eD785"
"MYOG",1,"BARX2","eU786","eD786"
"SRF",1,"BARX2","eU787","eD787"
"FOXO1",-1,"PDX1","eU788","eD788"
"THRA",1,"E2F1","eU789","eD789"
"SP1",1,"PAX3","eU790","eD790"
"PAX3",1,"SP1","eU791","eD791"
"SMAD3",1,"PPARG","eU792","eD792"
"PAX3",1,"HAND1","eU793","eD793"
"USF1",1,"HSF2","eU794","eD794"
"MTA1",-1,"ESR1","eU795","eD795"
"EWSR1",1,"ID2","eU796","eD796"
"ATF1",1,"EWSR1","eU797","eD797"
"EWSR1",1,"ATF1","eU798","eD798"
"ERF",1,"JUN","eU799","eD799"
"CEBPZ",1,"TP73","eU800","eD800"
"HIF1A",1,"CREBBP","eU801","eD801"
"USF1",1,"TP53","eU802","eD802"
"NR1H4",1,"PPARA","eU803","eD803"
"SP3",1,"PGR","eU804","eD804"
"FLI1",1,"KLF1","eU805","eD805"
"KLF1",1,"FLI1","eU806","eD806"
"FOS",1,"MYC","eU807","eD807"
"MYC",1,"FOS","eU808","eD808"
"NR0B2",1,"FOS","eU809","eD809"
"ID1",1,"STAT5A","eU810","eD810"
"STAT5A",1,"ID1","eU811","eD811"
"MEF2A",1,"PPARGC1A","eU812","eD812"
"STAT5B",-1,"PPARG","eU813","eD813"
"SPI1",1,"RB1","eU814","eD814"
"HNF4A",1,"MYC","eU815","eD815"
"BCL6",-1,"GATA3","eU816","eD816"
"NR0B2",-1,"HNF1A","eU817","eD817"
"FOXO1",1,"PPARGC1A","eU818","eD818"
"WT1",1,"POU4F2","eU819","eD819"
"POU4F2",1,"WT1","eU820","eD820"
"USF2",1,"NR2F2","eU821","eD821"
"USF2",1,"PITX2","eU822","eD822"
"NR2C1",1,"NR2C2","eU823","eD823"
"BHLHE40",-1,"BHLHE41","eU824","eD824"
"BHLHE41",-1,"BHLHE40","eU825","eD825"
"NCOA1",1,"ESR1","eU826","eD826"
"ESR1",1,"NCOA2","eU827","eD827"
"NCOA2",1,"ESR1","eU828","eD828"
"ETS2",-1,"BRCA1","eU829","eD829"
"HMGA1",-1,"BRCA1","eU830","eD830"
"GATA1",1,"YBX1","eU831","eD831"
"GATA2",1,"YBX1","eU832","eD832"
"TTF1",1,"HHEX","eU833","eD833"
"BHLHE41",1,"MYOD1","eU834","eD834"
"ETS2",1,"CREBBP","eU835","eD835"
"GATA1",1,"ESR1","eU836","eD836"
"SOX17",1,"ESR1","eU837","eD837"
"SRY",1,"ESR1","eU838","eD838"
"NR0B1",-1,"NR1H4","eU839","eD839"
"NR1H4",1,"NR0B1","eU840","eD840"
"SP1",1,"HMGA1","eU841","eD841"
"HMGA1",1,"SP1","eU842","eD842"
"CREB1",1,"RB1","eU843","eD843"
"THRA",1,"RB1","eU844","eD844"
"MYB",1,"GATA1","eU845","eD845"
"GATA1",1,"MYB","eU846","eD846"
"TP53",1,"KLF6","eU847","eD847"
"KLF6",1,"TP53","eU848","eD848"
"TP53",-1,"E2F1","eU849","eD849"
"E2F1",1,"TP53","eU850","eD850"
"SP1",1,"WT1","eU851","eD851"
"WT1",1,"SP1","eU852","eD852"
"PDX1",1,"MXD1","eU853","eD853"
"MXD1",1,"PDX1","eU854","eD854"
"SP1",1,"MAZ","eU855","eD855"
"MAZ",1,"SP1","eU856","eD856"
"BMAL1",1,"CLOCK","eU857","eD857"
"CLOCK",-1,"BMAL1","eU858","eD858"
"BMAL1",1,"HIF1A","eU859","eD859"
"USF1",1,"NFYA","eU860","eD860"
"SP1",1,"ETS1","eU861","eD861"
"ETS1",1,"SP1","eU862","eD862"
"ESR1",1,"VDR","eU863","eD863"
"VDR",-1,"ESR1","eU864","eD864"
"PAX6",-1,"PAX2","eU865","eD865"
"PAX2",-1,"PAX6","eU866","eD866"
"NCOR1",-1,"ESR1","eU867","eD867"
"ESR1",1,"NCOR1","eU868","eD868"
"PPARA",-1,"SREBF1","eU869","eD869"
"IRF1",1,"SP1","eU870","eD870"
"RELA",-1,"PPARG","eU871","eD871"
"SP3",-1,"TFAP2C","eU872","eD872"
"TP53",-1,"SREBF1","eU873","eD873"
"CEBPG",1,"CEBPD","eU874","eD874"
"IRF2",1,"CREBBP","eU875","eD875"
"HIF1A",1,"WT1","eU876","eD876"
"ZHX2",-1,"NFYA","eU877","eD877"
"RELA",1,"ELF3","eU878","eD878"
"NFKB1",1,"ELF3","eU879","eD879"
"EBF1",1,"CREBBP","eU880","eD880"
"ESR1",-1,"TP53","eU881","eD881"
"TP53",1,"ESR1","eU882","eD882"
"TP53",1,"EGR1","eU883","eD883"
"EGR1",1,"TP53","eU884","eD884"
"PAX2",1,"MITF","eU885","eD885"
"MITF",-1,"PAX6","eU886","eD886"
"PAX6",1,"MITF","eU887","eD887"
"RXRB",1,"RARB","eU888","eD888"
"NR0B1",1,"NCOR2","eU889","eD889"
"NCOR2",1,"NR0B1","eU890","eD890"
"SP1",1,"ZNF148","eU891","eD891"
"TAF1",1,"MYB","eU892","eD892"
"NR1I2",1,"HNF4A","eU893","eD893"
"HNF4A",1,"NR1I2","eU894","eD894"
"SPI1",1,"STAT6","eU895","eD895"
"ONECUT1",1,"PDX1","eU896","eD896"
"NFKB1",1,"MYC","eU897","eD897"
"SP1",1,"ESR2","eU898","eD898"
"ESR1",1,"DNMT1","eU899","eD899"
"DNMT1",-1,"ESR1","eU900","eD900"
"E2F4",-1,"ESR1","eU901","eD901"
"E2F4",-1,"TP73","eU902","eD902"
"SP1",1,"TFAP2C","eU903","eD903"
"NR1I2",-1,"NR0B2","eU904","eD904"
"NR0B2",1,"NR1I2","eU905","eD905"
"TP53",1,"NFKB2","eU906","eD906"
"NFKB2",1,"TP53","eU907","eD907"
"STAT5A",1,"EBF1","eU908","eD908"
"STAT5A",1,"PAX5","eU909","eD909"
"DLX5",1,"RUNX2","eU910","eD910"
"PITX2",1,"MECP2","eU911","eD911"
"CUX1",1,"STAT5A","eU912","eD912"
"MAX",1,"ID2","eU913","eD913"
"MXD1",1,"ID2","eU914","eD914"
"MYC",-1,"GATA1","eU915","eD915"
"GATA1",-1,"MYC","eU916","eD916"
"TP53",-1,"YBX1","eU917","eD917"
"YBX1",-1,"TP53","eU918","eD918"
"RUNX1",1,"GATA3","eU919","eD919"
"PPARG",1,"RARB","eU920","eD920"
"POU5F1",-1,"BRCA1","eU921","eD921"
"FOXM1",1,"NR0B2","eU922","eD922"
"ESR1",-1,"NR0B2","eU923","eD923"
"NR0B2",-1,"ESR1","eU924","eD924"
"TFAP2A",1,"ETS1","eU925","eD925"
"ETS1",1,"TFAP2A","eU926","eD926"
"STAT3",1,"CIITA","eU927","eD927"
"NR3C1",1,"FGF2","eU928","eD928"
"NR3C2",1,"FGF2","eU929","eD929"
"MYC",1,"JUN","eU930","eD930"
"JUN",1,"MYC","eU931","eD931"
"MEF2C",1,"GTF2IRD1","eU932","eD932"
"TP53",1,"PRRX1","eU933","eD933"
"MXD1",1,"TP53","eU934","eD934"
"SRY",1,"SOX17","eU935","eD935"
"EGR1",-1,"AR","eU936","eD936"
"JDP2",1,"ATF2","eU937","eD937"
"E2F6",-1,"BRCA1","eU938","eD938"
"BRCA1",-1,"E2F6","eU939","eD939"
"BCL11B",1,"SIRT1","eU940","eD940"
"PPARG",1,"BRCA1","eU941","eD941"
"ETV1",1,"SMAD7","eU942","eD942"
"NR2C2",1,"SMAD7","eU943","eD943"
"NR4A1",1,"E2F1","eU944","eD944"
"ATF6",1,"XBP1","eU945","eD945"
"PAX6",1,"NEUROD1","eU946","eD946"
"NEUROD1",1,"PAX6","eU947","eD947"
"PBX1",1,"PDX1","eU948","eD948"
"TCF3",1,"PDX1","eU949","eD949"
"PDX1",1,"NR5A2","eU950","eD950"
"JUN",-1,"MYOD1","eU951","eD951"
"MYOD1",1,"JUN","eU952","eD952"
"HNF4A",1,"PITX2","eU953","eD953"
"FOS",-1,"MYOD1","eU954","eD954"
"MYOD1",-1,"FOS","eU955","eD955"
"FOS",1,"MYOG","eU956","eD956"
"MYOG",-1,"FOS","eU957","eD957"
"JUN",1,"MYOG","eU958","eD958"
"MYOG",1,"JUN","eU959","eD959"
"FOS",-1,"NR3C1","eU960","eD960"
"NR3C1",-1,"FOS","eU961","eD961"
"TBP",1,"RARB","eU962","eD962"
"RARA",1,"PML","eU963","eD963"
"SP1",1,"RARG","eU964","eD964"
"HNF1B",1,"HNF1A","eU965","eD965"
"JUN",1,"FOSL1","eU966","eD966"
"JUND",1,"FOSL1","eU967","eD967"
"JUNB",-1,"JUN","eU968","eD968"
"GATA1",1,"TAL1","eU969","eD969"
"GATA2",1,"TAL1","eU970","eD970"
"EGR2",1,"JUN","eU971","eD971"
"NCOA1",1,"ESR2","eU972","eD972"
"TBP",1,"MYC","eU973","eD973"
"JDP2",1,"KAT2B","eU974","eD974"
"SP1",1,"USF2","eU975","eD975"
"NR5A2",1,"NCOR2","eU976","eD976"
"MYOD1",1,"MAF","eU977","eD977"
"PPARG",-1,"MAF","eU978","eD978"
"JUND",1,"MYC","eU979","eD979"
"DNMT1",1,"RARB","eU980","eD980"
"SP1",1,"ARNT","eU981","eD981"
"ARNT",1,"SP1","eU982","eD982"
"STAT5A",1,"STAT5B","eU983","eD983"
"STAT5B",1,"STAT5A","eU984","eD984"
"LEF1",1,"MSX2","eU985","eD985"
"SMAD1",1,"MSX2","eU986","eD986"
"RUNX1",1,"SMARCA4","eU987","eD987"
"AR",-1,"NFKB1","eU988","eD988"
"NFKB1",-1,"AR","eU989","eD989"
"NEUROG3",1,"NKX2_2","eU990","eD990"
"IRF1",1,"IRF8","eU991","eD991"
"IRF8",1,"IRF1","eU992","eD992"
"STAT4",1,"IRF4","eU993","eD993"
"HNF1A",1,"NR1I2","eU994","eD994"
"CEBPB",1,"PML","eU995","eD995"
"CEBPB",1,"RARA","eU996","eD996"
"CREB1",1,"CEBPB","eU997","eD997"
"ATF1",1,"CEBPB","eU998","eD998"
"ATF1",1,"CREB1","eU999","eD999"
"SMAD1",1,"HEY1","eU1000","eD1000"
"HIF1A",-1,"APEX1","eU1001","eD1001"
"TP53",1,"KAT2B","eU1002","eD1002"
"TP73",1,"KAT2B","eU1003","eD1003"
"KAT2B",1,"TP73","eU1004","eD1004"
"NR5A1",1,"NR0B2","eU1005","eD1005"
"TCF3",1,"NR0B2","eU1006","eD1006"
"NR0B2",1,"TCF3","eU1007","eD1007"
"ESRRA",1,"NR0B2","eU1008","eD1008"
"SP1",1,"MYCN","eU1009","eD1009"
"SP3",1,"MYCN","eU1010","eD1010"
"ZBTB16",-1,"MYC","eU1011","eD1011"
"ZNF148",1,"STAT1","eU1012","eD1012"
"PPARG",1,"IRF1","eU1013","eD1013"
"IRF8",1,"ABL1","eU1014","eD1014"
"STAT4",1,"CREBBP","eU1015","eD1015"
"AR",-1,"NCOA2","eU1016","eD1016"
"NCOA2",1,"AR","eU1017","eD1017"
"NFKB1",1,"EP300","eU1018","eD1018"
"EP300",1,"NFKB1","eU1019","eD1019"
"CEBPB",1,"DLX3","eU1020","eD1020"
"NEUROD1",1,"BHLHE40","eU1021","eD1021"
"BHLHE41",-1,"DBP","eU1022","eD1022"
"HES1",1,"NR1H3","eU1023","eD1023"
"NR3C1",1,"NR1H3","eU1024","eD1024"
"NR1H3",1,"NR3C1","eU1025","eD1025"
"NR3C1",1,"NR1I3","eU1026","eD1026"
"NR1I3",1,"NR3C1","eU1027","eD1027"
"ESR1",1,"JUN","eU1028","eD1028"
"JUN",1,"ESR1","eU1029","eD1029"
"KAT5",1,"CREBBP","eU1030","eD1030"
"RORA",1,"CREBBP","eU1031","eD1031"
"NFKB1",1,"MAF","eU1032","eD1032"
"RELA",1,"MAF","eU1033","eD1033"
"GATA1",-1,"GATA2","eU1034","eD1034"
"GATA2",1,"GATA1","eU1035","eD1035"
"ZFPM1",-1,"GATA2","eU1036","eD1036"
"PPARG",1,"NR1H3","eU1037","eD1037"
"NR1H3",1,"PPARG","eU1038","eD1038"
"CTNNB1",1,"E2F1","eU1039","eD1039"
"E2F1",-1,"CTNNB1","eU1040","eD1040"
"PAX5",1,"CTNNB1","eU1041","eD1041"
"SMAD3",1,"CTNNB1","eU1042","eD1042"
"ZIC1",1,"CTNNB1","eU1043","eD1043"
"PAX6",1,"PROX1","eU1044","eD1044"
"PROX1",1,"PAX6","eU1045","eD1045"
"TP53",1,"PML","eU1046","eD1046"
"PML",1,"TP53","eU1047","eD1047"
"TFAM",1,"NRF1","eU1048","eD1048"
"NRF1",1,"TFAM","eU1049","eD1049"
"MYC",1,"MXI1","eU1050","eD1050"
"MXI1",-1,"MYC","eU1051","eD1051"
"MYC",1,"ESR1","eU1052","eD1052"
"ESR1",1,"MYC","eU1053","eD1053"
"USF1",1,"BHLHE40","eU1054","eD1054"
"HIF1A",1,"NR4A1","eU1055","eD1055"
"CEBPB",1,"NRG1","eU1056","eD1056"
"PAX3",1,"MYOD1","eU1057","eD1057"
"AR",1,"ESR2","eU1058","eD1058"
"ESR2",1,"AR","eU1059","eD1059"
"MITF",1,"FOS","eU1060","eD1060"
"NCOR2",1,"LITAF","eU1061","eD1061"
"NCOR2",1,"NR2F2","eU1062","eD1062"
"NR2F2",1,"LITAF","eU1063","eD1063"
"RBPJ",1,"HEY1","eU1064","eD1064"
"TFAP2A",1,"SP3","eU1065","eD1065"
"SP3",1,"TFAP2A","eU1066","eD1066"
"NFE2L2",1,"MAFK","eU1067","eD1067"
"HNF4A",1,"SREBF1","eU1068","eD1068"
"SREBF1",-1,"PDX1","eU1069","eD1069"
"PDX1",1,"SREBF1","eU1070","eD1070"
"HINFP",1,"RB1","eU1071","eD1071"
"HINFP",-1,"MBD2","eU1072","eD1072"
"NEUROD1",-1,"NR0B2","eU1073","eD1073"
"NR0B2",1,"NEUROD1","eU1074","eD1074"
"CREB1",1,"ETV3","eU1075","eD1075"
"CREM",1,"ETV3","eU1076","eD1076"
"CREB1",1,"SMAD6","eU1077","eD1077"
"CTNNB1",1,"PPARG","eU1078","eD1078"
"PPARG",-1,"CTNNB1","eU1079","eD1079"
"MYC",1,"MYBL2","eU1080","eD1080"
"MYBL2",1,"MYC","eU1081","eD1081"
"SP1",1,"NR3C1","eU1082","eD1082"
"NR3C1",-1,"TP53","eU1083","eD1083"
"TP53",-1,"NR3C1","eU1084","eD1084"
"NCOA1",1,"EP300","eU1085","eD1085"
"NCOA2",1,"EP300","eU1086","eD1086"
"NCOA3",1,"EP300","eU1087","eD1087"
"TFAP2A",1,"SOX17","eU1088","eD1088"
"TFAP2A",-1,"SOX6","eU1089","eD1089"
"STAT3",1,"STAT5A","eU1090","eD1090"
"STAT5A",1,"STAT3","eU1091","eD1091"
"ETV4",1,"WT1","eU1092","eD1092"
"NCOR2",-1,"PPARD","eU1093","eD1093"
"CRX",1,"NRL","eU1094","eD1094"
"YY1",1,"PAX2","eU1095","eD1095"
"NR1H3",1,"NR5A2","eU1096","eD1096"
"ID3",1,"SMARCC1","eU1097","eD1097"
"TCF12",1,"SMARCC1","eU1098","eD1098"
"TCF3",1,"SMARCC1","eU1099","eD1099"
"MYC",-1,"DDIT3","eU1100","eD1100"
"RELA",1,"ING4","eU1101","eD1101"
"LEF1",1,"NEUROG1","eU1102","eD1102"
"MYB",1,"NR3C1","eU1103","eD1103"
"TP53",1,"HOXA10","eU1104","eD1104"
"HOXA10",1,"TP53","eU1105","eD1105"
"ESR1",1,"HOXA10","eU1106","eD1106"
"HOXA10",1,"ESR1","eU1107","eD1107"
"MYOG",1,"MEF2C","eU1108","eD1108"
"MEF2C",1,"MYOG","eU1109","eD1109"
"RUNX1",1,"JUND","eU1110","eD1110"
"STAT1",1,"RB1","eU1111","eD1111"
"STAT5B",1,"RB1","eU1112","eD1112"
"PAX8",1,"HHEX","eU1113","eD1113"
"APEX1",1,"HHEX","eU1114","eD1114"
"FOS",1,"NFATC1","eU1115","eD1115"
"MAZ",1,"PREB","eU1116","eD1116"
"PAX6",1,"CTCF","eU1117","eD1117"
"CTCF",-1,"PAX6","eU1118","eD1118"
"PAX6",1,"OTX2","eU1119","eD1119"
"OTX2",1,"PAX6","eU1120","eD1120"
"CEBPB",1,"CEBPG","eU1121","eD1121"
"SP3",1,"NEUROD1","eU1122","eD1122"
"NEUROD1",1,"SP3","eU1123","eD1123"
"TCF3",1,"SP3","eU1124","eD1124"
"SP3",1,"TCF3","eU1125","eD1125"
"SREBF1",1,"NR0B2","eU1126","eD1126"
"SREBF2",1,"NR0B2","eU1127","eD1127"
"HOXB13",-1,"MYC","eU1128","eD1128"
"GFI1B",1,"GFI1","eU1129","eD1129"
"GFI1",1,"GFI1B","eU1130","eD1130"
"SMARCA1",1,"PPARG","eU1131","eD1131"
"ABL1",1,"JUN","eU1132","eD1132"
"JUN",1,"ABL1","eU1133","eD1133"
"EWSR1",1,"POU4F1","eU1134","eD1134"
"CEBPA",1,"NFYA","eU1135","eD1135"
"RELA",1,"SIRT1","eU1136","eD1136"
"FOS",1,"RELA","eU1137","eD1137"
"RELA",1,"FOS","eU1138","eD1138"
"NR4A1",1,"NR0B1","eU1139","eD1139"
"NR0B1",-1,"NR4A1","eU1140","eD1140"
"NCOA1",1,"NR4A1","eU1141","eD1141"
"SP1",1,"FGF2","eU1142","eD1142"
"ESR1",1,"MTA3","eU1143","eD1143"
"MEF2D",-1,"NR4A1","eU1144","eD1144"
"EGR3",1,"ZNF354C","eU1145","eD1145"
"EGR3",1,"NAB2","eU1146","eD1146"
"NAB2",-1,"EGR3","eU1147","eD1147"
"ESR1",1,"CREBZF","eU1148","eD1148"
"GLI2",1,"GLI1","eU1149","eD1149"
"NR5A2",1,"NR0B1","eU1150","eD1150"
"NR0B1",1,"NR5A2","eU1151","eD1151"
"SMAD2",1,"SMAD7","eU1152","eD1152"
"NFATC2",1,"FGF2","eU1153","eD1153"
"NR1H4",1,"MED1","eU1154","eD1154"
"SP1",1,"SMARCC1","eU1155","eD1155"
"CRX",1,"NR2E3","eU1156","eD1156"
"NR2E3",1,"CRX","eU1157","eD1157"
"NRL",1,"NR2E3","eU1158","eD1158"
"NR2E3",1,"NRL","eU1159","eD1159"
"STAT1",1,"JUN","eU1160","eD1160"
"STAT2",1,"JUN","eU1161","eD1161"
"AHR",1,"ESR2","eU1162","eD1162"
"ESR2",1,"AHR","eU1163","eD1163"
"TP53",-1,"EZH2","eU1164","eD1164"
"EZH2",-1,"TP53","eU1165","eD1165"
"E2F3",1,"TP73","eU1166","eD1166"
"HNF4A",1,"CDX1","eU1167","eD1167"
"CDX1",1,"HNF4A","eU1168","eD1168"
"EGR1",1,"NR3C1","eU1169","eD1169"
"EGR1",1,"CREBBP","eU1170","eD1170"
"HAND1",1,"TWIST2","eU1171","eD1171"
"LMX1B",1,"EBF1","eU1172","eD1172"
"LMX1B",-1,"ZIC1","eU1173","eD1173"
"STAT3",1,"ETV6","eU1174","eD1174"
